Local Authority Reference,Works Status,Works Type,Category Of Works,Description Of Works,Street,Location Of Works,Locality,Start Date,End Date,Reference,Responsible Company,Contact Telephone Number,Emergency Contact Telephone Number,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Organisation URI
LA00523642,PROPOSED WORKS,MAJOR,Streetworks,[Utility repair and maintenance works] Excavation to install toby box & new track required at crossover for new customer connection for home install.  Road closure required to cross over the C/W. 1 day works only.,Leighton Grove,S/O 23 Leighton Crescent to 33 Leighton Grove,Kentish Town,07/04/2025,07/04/2025,TF015--HW-1008831-104,Hyperoptic Ltd,-,-,E05013663,Kentish Town North,529427.5,185276.18,-0.134635,51.55154,"(51.55154, -0.134635)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00522256,IN PROGRESS,MAJOR,Streetworks,[Highway improvement works] Installation of Cycle Lane,Gray's Inn Road,j/w Theobolds Road to j/w Acton Street,King's Cross,06/01/2025,01/07/2025,CW064-77825477,Camden,-,-,E05013666,Kings Cross,530578.83,182701.89,-0.118993,51.528141,"(51.528141, -0.118993)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527142,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] clear a blockage,Bayham Street,Outside 43,Camden Town,16/04/2025,16/04/2025,NK103-ACC97353502,Virgin Media,-,-,E05013668,Regents Park,529160.57,183599.47,-0.139097,51.536533,"(51.536533, -0.139097)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525409,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] Removal of BT kiosk,Tottenham Court Road,"43 Tottenham Ct Rd, London W1T 2EA",Bloomsbury,25/03/2025,25/03/2025,BC010-02076361299,Bt,-,-,E05013653,Bloomsbury,529648.06,181657.88,-0.132787,51.518973,"(51.518973, -0.132787)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528589,PROPOSED WORKS,STANDARD,Streetworks,This application is to undertake diversionary work of the gas main situated along Euston Street andany other associated works required.  HS2 Highway works inside act limits  Additional Works locationareas parking place,North Gower Street,Euston Street from approximately number 84 to the junction of Noth Gower Street and into the bell mo,Regent's Park,14/04/2025,30/06/2025,TA020-22058327,Hs2 Ltd,-,-,E05013668,Regents Park,529331.72,182493.61,-0.137037,51.526556,"(51.526556, -0.137037)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528359,IN PROGRESS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. pot hole 1m,Kilburn High Road,Junction Kingsgate place,Kilburn,21/03/2025,25/03/2025,CM045-G-LIVE-00294475,Camden,-,-,E05013665,Kilburn,525114.07,184036.78,-0.197255,51.541374,"(51.541374, -0.197255)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527473,PROPOSED WORKS,MAJOR,Streetworks,[Utility repair and maintenance works] Excavate to Recover and Repair Valve - Backfill and Reinstate,Delancey Street,Delancey Street J/W Camden High Street NW1 7JN,Camden Town,16/05/2025,19/05/2025,MU093-MCW-NL-06629964R,Thames Water Utilities Ltd,-,-,E05013655,Camden Town,529008.63,183669.24,-0.141261,51.537195,"(51.537195, -0.141261)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523082,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of scaffolding on the public highway to facilitate structural repair,Great Queen Street,r/o 4 Great Queen Street,Holborn And Covent Garden,29/10/2024,01/04/2025,CM001-L-LIVE-00060612/02,Camden,-,-,E05013662,Holborn and Covent Garden,530491.94,181316.98,-0.120757,51.515715,"(51.515715, -0.120757)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526493,PROPOSED WORKS,STANDARD,Streetworks,[Optional permit no fee] District Meter - TM Setup in conjunction with permit ref MU288DM18422,Fairfax Road,"Near the Roundabout, FAIRFAX ROAD, LONDON, NW6 4EB",Swiss Cottage,10/04/2025,15/04/2025,MU288-DM18422-04,Thames Water Utilities Ltd,-,-,E05013670,South Hampstead,526341.19,184153.42,-0.179527,51.542149,"(51.542149, -0.179527)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528379,PROPOSED WORKS,MAJOR,Streetworks,[Highway repair and maintenance works] Lift and relay C/W setts install new granite paving,Tottenham Court Road,"Tottenham court road, in the junction of Bayley street",Bloomsbury,05/05/2025,18/07/2025,CW064-87905074,Camden,-,-,E05013653,Bloomsbury,529685.7,181617.62,-0.13226,51.518602,"(51.518602, -0.13226)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528551,IN PROGRESS,IMMEDIATE (EMERGENCY),Streetworks,"[Utility repair and maintenance works] Trace, then excavate to repair gas escape and reinstate wherepossible",Upper Park Road,outside 63-65 upper park road nw3,Gospel Oak,21/03/2025,31/03/2025,AZ116-1001417668,Cadent Gas Limited,-,-,E05013658,Gospel Oak,527608.33,185284.25,-0.160855,51.552027,"(51.552027, -0.160855)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00520717,IN PROGRESS,MAJOR,Streetworks,[Works for rail purposes] Closure of Agar Grove bridge for demolition and reconstruction. Hours of work 00:01 11/11/24 - 00:01 12/05/25 continuous.,St Augustine's Road,BRIDGE (ROAD OVER RAIL) NAMED: AGAR GROVE (INC ST AUGUSTINES RD) REFERENCED BY NETWORK RAIL AS-ELR:,Cantelowes,11/11/2024,12/05/2025,K634-165223-16-3,Network Rail -Promoters National,-,-,E05013654,Camden Square,529671.03,184353.04,-0.131464,51.543188,"(51.543188, -0.131464)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527832,PROPOSED WORKS,MINOR,Streetworks,[New service connection] Installing approx. 5m new telecom duct in footway from existing telecom chamber to building.,Tottenham Court Road,in footway o/s no76,Bloomsbury,27/03/2025,27/03/2025,A6022-53683802,Its Technology Group,-,-,E05013653,Bloomsbury,529518.35,181843.79,-0.134587,51.520673,"(51.520673, -0.134587)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528585,PROPOSED WORKS,STANDARD,Streetworks,This application is to undertake diversionary work of the gas main situated along Euston Street andany other associated works required.  HS2 Highway works inside act limits  Additional Works locationareas parking place,Euston Street,Euston Street from approximately number 84 to the junction of Noth Gower Street and into the bell mo,Regent's Park,14/04/2025,30/06/2025,TA020-03493345,Hs2 Ltd,-,-,E05013668,Regents Park,529334.19,182490.13,-0.137003,51.526524,"(51.526524, -0.137003)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528535,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. supply 3x450x600 asps supply 1x600x600 asp,Kidderpore Avenue,op lc 10,Frognal And Fitzjohns,25/03/2025,27/03/2025,CM045-G-LIVE-00294597,Camden,-,-,E05013657,Frognal,525271.67,185859.73,-0.194335,51.557722,"(51.557722, -0.194335)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527961,IN PROGRESS,STANDARD,Streetworks,[Statutory infrastructure works] To supply and lay approx. 35m to install 1W duct between existing BT chamber and newly installed intake duct into customer premises with Vorboss chamber in between,Elsworthy Road,from the junction with Avenue Road to outside entrance to new development,Swiss Cottage,21/03/2025,28/03/2025,D3200-VORDUCT406,Vorboss,-,-,E05013667,Primrose Hill,526974.07,183842.16,-0.170518,51.53921,"(51.53921, -0.170518)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525823,PROPOSED WORKS,STANDARD,Streetworks,[New service connection] Connections Projects: Installation of a new electricity supply for a customer: Parking/Loading Bay Suspension: Excavation of joint holes and track work for a new electrical connection.,Chalton Street,"O.S No 33 -35, NW1",St Pancras And Somers Town,31/03/2025,11/04/2025,EC400-89983144,Uk Power Networks Eastern& London,-,-,E05013669,St Pancras and Somers Town,529840.48,182785.14,-0.1296,51.529059,"(51.529059, -0.1296)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527315,PROPOSED WORKS,MINOR,Streetworks,"Hours of work 08:00 - 15:00 shifts - Required for unloading materials from wagons, wagon will park inside the closure and unload",Service Road Off Finchley Road For Car Park And Goods Yard At Rear Of Finchley Road Station,Access point,West Hampstead,01/04/2025,03/04/2025,K641-FINCHEYROAD-01,Network Rail -Promoters National,-,-,E05013671,West Hampstead,525927.76,184807.56,-0.185252,51.54812,"(51.54812, -0.185252)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00520146,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,"Erection of scaffolding on the public highway to facilitate demolition of 4th floor and roof, window/glazing removal, render and brickwork removal.",Parker Street,Side of 161 Drury Lane,Holborn And Covent Garden,30/10/2024,30/04/2025,CM001-L-LIVE-00060426,Camden,-,-,E05013662,Holborn and Covent Garden,530372,181234.82,-0.122515,51.515004,"(51.515004, -0.122515)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00487595,PROPOSED WORKS,STANDARD,Streetworks,(WP26.9 A2) - Alexandra Road Utility Diversion works - [LON-01-20038]  HS2 Highway works inside actlimits,Alexandra Road,"Alexandra Road, Junction of Hilgrove Road to Junction of Loudoun Road",Swiss Cottage,01/09/2025,17/07/2026,TA011-THW-LBC-SCS-4242,Hs2 Ltd,-,-,E05013670,South Hampstead,526394.29,184000.33,-0.178817,51.540761,"(51.540761, -0.178817)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528142,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN FOOTWAY (1),Calvert Street,S/O 66 CHALCOT ROAD,Camden Town,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313229,Thames Water Utilities Ltd,-,-,E05013667,Primrose Hill,528223.83,183887.97,-0.152491,51.539339,"(51.539339, -0.152491)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528343,PROPOSED WORKS,MAJOR,Streetworks,[Highway improvement works] Footway improvements - relay and reset granite kerbs,New End Square,Entire Road,Hampstead Town,04/08/2025,20/09/2025,MH065-11140185,Camden,-,-,E05013659,Hampstead Town,526529.35,185989.67,-0.176156,51.558609,"(51.558609, -0.176156)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00499405,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of hoarding on the public highway to facilitate New - Build,Belgrove Street,Belgrove House,King's Cross,24/02/2023,24/06/2025,CM001-L-LIVE-00057015,Camden,-,-,E05013666,Kings Cross,530272.88,182864.39,-0.123341,51.529672,"(51.529672, -0.123341)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527052,PROPOSED WORKS,MAJOR,Streetworks,[Highway repair and maintenance works] Surfacing,Earnshaw Street,Earnshaw Street from   St Giles High Street     to   New Oxford Street,Holborn And Covent Garden,27/03/2025,28/03/2025,CW064-30451258,Camden,-,-,E05013662,Holborn and Covent Garden,529920.6,181393.31,-0.128959,51.516532,"(51.516532, -0.128959)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525162,PROPOSED WORKS,MAJOR,Streetworks,[New service connection] NLS-  Plot 1: 1x63mm Barrier Pipe NonRevenue Metered Combined Fire +  Domestic bulk supply with 10x20mm  internal fit meters  Plot 2: 1x90mm Barrier Pipe nonrevenue metered dedicated fire  supply.  Plot 3: 1x90mm Barrier Pipe nonrevenue metered dedicated fire  supply.  Connections to be made in  Field Street and Leeke Street  & disconnect existing  Plot1 .3m cw Plot1 .2m fw Plot3.3m cw Plot3. 2m fw,Leeke Street,OUTSIDE & OPPOSITE 14-16,King's Cross,31/03/2025,08/04/2025,MU091-NLS00081331076-0080,Thames Water Utilities Ltd,-,-,E05013666,Kings Cross,530598.81,182933.15,-0.118619,51.530214,"(51.530214, -0.118619)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528366,IN PROGRESS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. pot hole 1m,West End Lane,os 58,West Hampstead,21/03/2025,25/03/2025,CM045-G-LIVE-00294535,Camden,-,-,E05013665,Kilburn,525411.49,184247.51,-0.192893,51.543201,"(51.543201, -0.192893)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524658,PROPOSED WORKS,MAJOR,Streetworks,[Highway repair and maintenance works] Propose Footway Widening and Parking Charges,Cranleigh Street,Eversholt Street to Chalton Street,St Pancras And Somers Town,06/01/2025,31/03/2025,CW064-75982107,Camden,-,-,E05013669,St Pancras and Somers Town,529370.92,183152.27,-0.13623,51.532466,"(51.532466, -0.13623)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526881,PROPOSED WORKS,MAJOR,Streetworks,[New service connection] Connections Small Service: Installation of a new electricity supply for a customer: Installing 2 new 100amp single phase services. Excavation in the footway and carriageway. Road closure required for the duration of works - this has been applied for ttr@camden.gov.uk. I willbe requesting an early start.,John's Mews,11-13,Holborn And Covent Garden,12/05/2025,16/05/2025,EC400-16252078,Uk Power Networks Eastern& London,-,-,E05013662,Holborn and Covent Garden,530783.53,182057.34,-0.116283,51.522301,"(51.522301, -0.116283)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525095,PROPOSED PERMANENT,MINOR,Streetworks,[Permanent reinstatement] PERM REIN IN FOOTWAY,Scala Street,OUTSIDE 23 - 24/25 (IN BETWEEN),Bloomsbury,09/04/2025,10/04/2025,MU028-PMP-CAMDEN-0306641,Thames Water Utilities Ltd,-,-,E05013653,Bloomsbury,529474.7,181785.84,-0.135237,51.520162,"(51.520162, -0.135237)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528092,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE FOOTWAY (3),Denning Road,15,Hampstead Town,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313091,Thames Water Utilities Ltd,-,-,E05013659,Hampstead Town,526803.34,185817.25,-0.172268,51.556998,"(51.556998, -0.172268)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528424,PROPOSED WORKS,STANDARD,Streetworks,[Utility repair and maintenance works] To supply and lay approx. 21m of 1W duct between existing BTchamber and external wall of customer with new Vorboss chamber in between,New Compton Street,"In FW and Crosswalk outside 19 New Compton St., London WC2H 8DS",Holborn And Covent Garden,01/04/2025,04/04/2025,D3200-VORDUCT415,Vorboss,-,-,E05013662,Holborn and Covent Garden,529988.94,181176.67,-0.128054,51.51457,"(51.51457, -0.128054)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527526,WORKS ABANDONED,MAJOR,Streetworks,[Utility asset works] Road closure to support TM on Tottenham Court Road - NLO24026,Hanway Street,Outside 1 Hanway Street,Bloomsbury,02/06/2025,02/06/2025,NK102-VM/CIP/462359A,Virgin Media,-,-,,,529782.44,181446.24,-0.130929,51.51704,,Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527043,PROPOSED WORKS,STANDARD,Streetworks,"[Highway repair and maintenance works] Footway paving, kerbing, service slewing",Churchway,O/s 130 Elizabeth Garrett Anderson Gallery,St Pancras And Somers Town,31/03/2025,10/04/2025,YG453-88164169,Transport For London,-,-,E05013669,St Pancras and Somers Town,529813.9,182662.01,-0.130028,51.527959,"(51.527959, -0.130028)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00520757,PROPOSED WORKS,MAJOR,Streetworks,[Disconnection or alteration of supply] Connections Projects: Installation of a new electricity supply for a customer: Connection of new 315A supply   Disconnection of old supply,Mount Pleasant,Mullen Tower EC1R 4PQ,Holborn And Covent Garden,22/04/2025,30/04/2025,EC400-69102646,Uk Power Networks Eastern& London,-,-,E05013662,Holborn and Covent Garden,531023.3,182086.65,-0.112818,51.522509,"(51.522509, -0.112818)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527210,PROPOSED WORKS,MINOR,Streetworks,[New service connection] To install Vorboss chamber for new service connection,Crowndale Road,"outside 60 Crowndale Rd, London NW1 1TP",St Pancras And Somers Town,01/04/2025,03/04/2025,D3200-VORCIV2773,Vorboss,-,-,E05013669,St Pancras and Somers Town,529288.81,183415.54,-0.137317,51.534851,"(51.534851, -0.137317)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
